id,Gender,Course,Social_Support,Counseling_Service_Use,Family_History,Residence_Type
6573,Female,Business,Moderate,Yes,Yes,Off-Campus
6576,Female,Engineering,High,No,No,On-Campus
6577,Male,Computer Science,High,No,Yes,Off-Campus
6579,Male,Law,Moderate,No,No,On-Campus
6580,Male,Others,Moderate,No,Yes,Off-Campus
6582,Male,Law,Moderate,No,No,Off-Campus
6584,Male,Others,High,No,No,On-Campus
6585,Female,Law,High,No,No,Off-Campus
6586,Female,Business,Moderate,No,No,On-Campus
6588,Male,Engineering,High,No,No,Off-Campus
6590,Male,Engineering,Moderate,No,No,On-Campus
6592,Male,Computer Science,High,Yes,No,Off-Campus
6593,Female,Law,Moderate,No,Yes,Off-Campus
6597,Female,Others,Moderate,No,No,Off-Campus
6598,Male,Engineering,Moderate,Yes,Yes,On-Campus
6599,Male,Law,Moderate,No,Yes,Off-Campus
6600,Female,Computer Science,Low,No,No,On-Campus
6604,Male,Law,High,No,Yes,On-Campus
6606,Female,Law,Low,Yes,No,On-Campus
6607,Female,Others,High,Yes,Yes,On-Campus
6609,Male,Engineering,High,Yes,No,On-Campus
6610,Female,Law,Moderate,No,No,Off-Campus
6612,Male,Others,High,Yes,No,Off-Campus
6615,Female,Computer Science,Moderate,No,No,On-Campus
6618,Female,Computer Science,Moderate,Yes,No,On-Campus
6624,Male,Computer Science,High,Yes,No,Off-Campus
6626,Female,Law,Moderate,No,No,Off-Campus
6628,Male,Law,Low,No,No,On-Campus
6629,Female,Engineering,High,Yes,Yes,On-Campus
6631,Female,Engineering,Moderate,No,No,On-Campus
6634,Male,Law,High,No,No,Off-Campus
6636,Male,Business,Moderate,Yes,Yes,Off-Campus
6637,Male,Others,High,No,No,Off-Campus
6644,Female,Computer Science,Moderate,No,No,Off-Campus
6645,Male,Law,Moderate,Yes,Yes,On-Campus
6647,Male,Law,Low,Yes,No,Off-Campus
6653,Male,Law,High,Yes,No,On-Campus
6657,Male,Business,High,No,No,Off-Campus
6663,Female,Law,High,No,No,On-Campus
6667,Female,Others,Moderate,No,Yes,Off-Campus
6668,Female,Others,Low,No,No,Off-Campus
6669,Male,Law,Moderate,Yes,No,On-Campus
6675,Male,Others,Low,Yes,No,On-Campus
6677,Female,Law,High,Yes,Yes,On-Campus
6684,Male,Computer Science,Low,No,No,Off-Campus
6687,Male,Law,Low,Yes,Yes,Off-Campus
6688,Female,Others,Moderate,Yes,No,Off-Campus
6689,Male,Others,Low,Yes,No,On-Campus
6691,Female,Law,High,Yes,No,On-Campus
6692,Female,Business,Low,Yes,No,On-Campus
6698,Male,Others,High,Yes,No,Off-Campus
6699,Female,Computer Science,Low,Yes,No,On-Campus
6700,Female,Engineering,Moderate,No,No,On-Campus
6702,Male,Engineering,Low,Yes,Yes,On-Campus
6709,Male,Computer Science,Moderate,No,No,Off-Campus
6710,Male,Computer Science,High,No,No,Off-Campus
6711,Male,Others,Moderate,Yes,No,On-Campus
6712,Female,Engineering,Low,No,No,On-Campus
6718,Female,Engineering,Moderate,No,Yes,Off-Campus
6719,Female,Engineering,High,No,No,Off-Campus
6721,Male,Engineering,High,No,No,On-Campus
6722,Male,Business,Moderate,No,No,Off-Campus
6724,Female,Engineering,Moderate,Yes,No,On-Campus
6725,Female,Business,Moderate,No,No,Off-Campus
6726,Female,Computer Science,Moderate,Yes,Yes,On-Campus
6727,Male,Computer Science,Low,No,No,On-Campus
6728,Female,Law,Moderate,Yes,No,Off-Campus
6731,Female,Computer Science,Low,No,Yes,Off-Campus
6732,Female,Computer Science,Moderate,Yes,Yes,On-Campus
6734,Male,Computer Science,High,No,Yes,Off-Campus
6736,Female,Others,Moderate,No,No,Off-Campus
6737,Male,Law,Moderate,No,Yes,Off-Campus
6738,Female,Engineering,Moderate,No,No,On-Campus
6739,Female,Law,High,No,No,Off-Campus
6746,Male,Computer Science,High,No,No,Off-Campus
6748,Male,Engineering,High,Yes,No,Off-Campus
6750,Female,Business,Moderate,Yes,No,On-Campus
6754,Male,Computer Science,Moderate,No,No,On-Campus
6755,Female,Others,Low,No,Yes,On-Campus
6758,Female,Computer Science,Low,No,No,Off-Campus
6760,Female,Business,High,No,No,On-Campus
6764,Male,Computer Science,Moderate,No,Yes,Off-Campus
6767,Male,Engineering,Moderate,No,No,Off-Campus
6768,Male,Business,Moderate,Yes,Yes,Off-Campus
6769,Male,Engineering,Moderate,No,No,Off-Campus
6771,Female,Engineering,Moderate,No,No,On-Campus
6773,Male,Law,Moderate,No,Yes,Off-Campus
6781,Female,Law,High,Yes,Yes,Off-Campus
6783,Male,Engineering,Moderate,Yes,No,Off-Campus
6788,Female,Business,High,No,No,On-Campus
6791,Male,Engineering,High,No,No,On-Campus
6792,Male,Law,Moderate,No,Yes,Off-Campus
6793,Female,Computer Science,High,Yes,Yes,Off-Campus
6794,Male,Law,High,No,No,On-Campus
6796,Female,Law,Moderate,Yes,No,On-Campus
6797,Male,Business,Low,No,No,On-Campus
6798,Male,Others,Moderate,Yes,No,Off-Campus
6802,Male,Computer Science,High,No,No,On-Campus
6806,Male,Law,Moderate,No,No,Off-Campus
6808,Male,Computer Science,Low,No,No,On-Campus
6816,Female,Law,High,No,No,On-Campus
6817,Female,Engineering,High,No,No,Off-Campus
6819,Female,Computer Science,Moderate,No,Yes,Off-Campus
6826,Female,Computer Science,Low,No,Yes,On-Campus
6827,Male,Engineering,High,No,No,On-Campus
6829,Male,Law,High,No,No,Off-Campus
6830,Female,Engineering,Low,Yes,No,On-Campus
6831,Male,Business,Low,No,No,Off-Campus
6833,Male,Law,High,Yes,No,On-Campus
6834,Female,Engineering,Moderate,Yes,No,Off-Campus
6836,Male,Others,High,Yes,No,On-Campus
6837,Male,Engineering,Low,No,Yes,On-Campus
6840,Male,Law,High,No,Yes,On-Campus
6842,Male,Law,Moderate,Yes,No,Off-Campus
6843,Male,Law,High,Yes,Yes,Off-Campus
6845,Female,Engineering,Low,No,Yes,Off-Campus
6847,Female,Law,Moderate,No,Yes,Off-Campus
6853,Female,Others,Moderate,No,No,Off-Campus
6856,Male,Others,High,No,No,Off-Campus
6857,Male,Business,Moderate,Yes,No,Off-Campus
6859,Female,Business,Moderate,Yes,No,Off-Campus
6860,Female,Others,High,No,Yes,On-Campus
6862,Male,Engineering,Moderate,Yes,No,On-Campus
6863,Male,Computer Science,Moderate,No,No,Off-Campus
6865,Female,Engineering,Low,Yes,No,On-Campus
6867,Male,Others,High,No,Yes,On-Campus
6870,Male,Computer Science,High,No,No,Off-Campus
6873,Male,Law,Moderate,No,No,On-Campus
6876,Male,Law,Low,Yes,No,On-Campus
6878,Female,Engineering,Moderate,No,Yes,On-Campus
6880,Female,Others,Moderate,No,Yes,On-Campus
6881,Male,Others,Moderate,No,Yes,On-Campus
6882,Male,Law,High,Yes,Yes,Off-Campus
6883,Male,Others,Moderate,No,No,On-Campus
6885,Male,Computer Science,High,Yes,No,Off-Campus
6891,Male,Computer Science,Moderate,Yes,No,Off-Campus
6896,Female,Engineering,Low,Yes,No,Off-Campus
6897,Female,Business,Low,No,No,On-Campus
6898,Female,Engineering,Low,No,Yes,Off-Campus
6899,Female,Engineering,High,No,No,Off-Campus
6901,Male,Engineering,Low,Yes,Yes,On-Campus
6903,Female,Law,Moderate,No,No,On-Campus
6904,Female,Business,Moderate,No,No,On-Campus
6905,Female,Computer Science,Low,No,Yes,Off-Campus
6907,Male,Engineering,Moderate,No,No,On-Campus
6909,Male,Law,Moderate,No,No,Off-Campus
6910,Male,Engineering,Low,No,No,Off-Campus
6913,Female,Engineering,Moderate,No,Yes,Off-Campus
6920,Male,Law,High,Yes,No,Off-Campus
6921,Female,Others,High,No,Yes,Off-Campus
6922,Female,Engineering,Moderate,No,Yes,Off-Campus
6926,Male,Engineering,High,No,Yes,Off-Campus
6927,Male,Computer Science,Moderate,No,Yes,Off-Campus
6928,Female,Others,Moderate,No,Yes,On-Campus
6929,Female,Law,High,No,Yes,On-Campus
6930,Male,Others,Low,Yes,No,On-Campus
6931,Male,Computer Science,Moderate,Yes,No,Off-Campus
6932,Male,Others,Moderate,No,No,Off-Campus
6937,Female,Business,High,No,No,Off-Campus
6939,Male,Business,High,No,Yes,Off-Campus
6940,Female,Law,High,No,Yes,Off-Campus
6944,Male,Engineering,Moderate,No,No,Off-Campus
6945,Male,Law,Moderate,Yes,No,On-Campus
6946,Female,Computer Science,Low,No,No,On-Campus
6947,Male,Business,Moderate,Yes,No,Off-Campus
6949,Male,Computer Science,Moderate,No,Yes,On-Campus
6953,Male,Law,High,No,No,Off-Campus
6954,Female,Engineering,Moderate,No,Yes,Off-Campus
6957,Male,Computer Science,Moderate,No,Yes,Off-Campus
6960,Female,Computer Science,Moderate,No,No,Off-Campus
6961,Female,Engineering,Low,No,No,On-Campus
6962,Male,Engineering,Moderate,No,No,Off-Campus
6964,Male,Engineering,Low,Yes,Yes,Off-Campus
6965,Female,Law,Low,No,Yes,On-Campus
6970,Male,Computer Science,Moderate,No,No,Off-Campus
6971,Female,Law,Moderate,No,No,Off-Campus
6977,Female,Computer Science,Moderate,No,Yes,Off-Campus
6980,Female,Engineering,Moderate,Yes,No,Off-Campus
6981,Male,Law,Low,No,Yes,On-Campus
6989,Male,Law,High,Yes,No,Off-Campus
6991,Male,Business,Moderate,Yes,No,Off-Campus
6992,Female,Computer Science,Low,No,Yes,On-Campus
6993,Male,Computer Science,Moderate,No,No,On-Campus
6994,Female,Computer Science,Moderate,No,No,Off-Campus
6997,Male,Engineering,Moderate,Yes,Yes,Off-Campus
6998,Male,Law,Moderate,Yes,No,Off-Campus
7002,Male,Engineering,High,No,No,On-Campus
7007,Female,Computer Science,Low,Yes,No,On-Campus
7009,Female,Computer Science,Moderate,No,No,On-Campus
7012,Male,Computer Science,High,Yes,No,On-Campus
7013,Male,Law,High,Yes,No,Off-Campus
7015,Female,Engineering,Low,No,Yes,On-Campus
7016,Female,Law,Moderate,Yes,No,Off-Campus
7017,Female,Law,High,Yes,Yes,Off-Campus
